*********************THIS FILE CONTAINS RAW DATA********************
Users of this data file should acknowledge the National Park Service.
NOTE: There are two parts to this file. Part I contains information on the sites selected.
Part II contains the actual data and begins on line 11.

Part I - Site Information
ABBR,AIRS_SITE_CODE,TIME_ZONE,LONG_DEC,LAT_DEC,ELEV_mMSL,SITE_NAME
ZION-DW,49-053-0130,MST,113.1506,37.1983,1213,Zion National Park - Dalton's Wash

Part II - Data
ABBR,PAR,DATE,HOUR_0,HOUR_1,HOUR_2,HOUR_3,HOUR_4,HOUR_5,HOUR_6,HOUR_7,HOUR_8,HOUR_9,HOUR_10,HOUR_11,HOUR_12,HOUR_13,HOUR_14,HOUR_15,HOUR_16,HOUR_17,HOUR_18,HOUR_19,HOUR_20,HOUR_21,HOUR_22,HOUR_23,
ZION-DW,STP_DEGC,1/1/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/2/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/3/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/4/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/5/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/6/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/7/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/8/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/9/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/10/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/11/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,1/12/2004 12:00:00 AM,20,20,20,19,19,19,18,18,19,23,25,28,26,28,28,27,27,25,23,22,21,21,20,20,
ZION-DW,STP_DEGC,1/13/2004 12:00:00 AM,20,20,20,20,20,20,20,19,20,25,26,29,30,29,28,26,26,25,24,23,23,23,22,22,
ZION-DW,STP_DEGC,1/14/2004 12:00:00 AM,22,22,22,22,22,22,22,22,22,23,24,24,24,24,24,24,23,23,23,23,22,22,22,22,
ZION-DW,STP_DEGC,1/15/2004 12:00:00 AM,22,22,23,23,22,22,22,22,23,23,24,25,25,24,24,24,23,23,23,23,22,22,22,22,
ZION-DW,STP_DEGC,1/16/2004 12:00:00 AM,22,22,22,22,22,22,22,23,23,23,24,25,25,25,24,23,23,23,22,22,22,22,22,22,
ZION-DW,STP_DEGC,1/17/2004 12:00:00 AM,22,22,22,22,22,22,22,22,23,24,24,25,25,25,24,24,23,23,22,22,22,22,22,22,
ZION-DW,STP_DEGC,1/18/2004 12:00:00 AM,22,22,22,22,22,22,22,22,23,24,24,25,25,24,24,24,23,23,23,23,23,23,22,22,
ZION-DW,STP_DEGC,1/19/2004 12:00:00 AM,22,22,23,23,23,23,23,22,22,22,23,23,23,23,23,23,23,23,23,23,22,22,22,22,
ZION-DW,STP_DEGC,1/20/2004 12:00:00 AM,23,22,22,22,22,22,22,22,22,23,25,27,27,26,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,1/21/2004 12:00:00 AM,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,1/22/2004 12:00:00 AM,25,25,25,25,25,25,25,26,25,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,1/23/2004 12:00:00 AM,25,25,25,25,25,26,25,25,25,26,26,26,26,26,26,26,26,25,25,25,25,26,26,26,
ZION-DW,STP_DEGC,1/24/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,1/25/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,1/26/2004 12:00:00 AM,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,26,25,
ZION-DW,STP_DEGC,1/27/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,28,30,31,31,31,31,31,30,30,30,30,30,30,30,30,
ZION-DW,STP_DEGC,1/28/2004 12:00:00 AM,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,30,30,30,30,30,30,30,30,
ZION-DW,STP_DEGC,1/29/2004 12:00:00 AM,30,30,30,30,31,31,31,30,30,29,30,30,30,30,30,29,29,29,28,28,28,28,29,29,
ZION-DW,STP_DEGC,1/30/2004 12:00:00 AM,29,29,29,29,30,30,29,30,29,29,29,30,30,30,29,29,29,28,28,28,28,28,28,28,
ZION-DW,STP_DEGC,1/31/2004 12:00:00 AM,28,28,28,28,29,29,28,28,28,28,28,28,29,29,29,29,28,28,29,28,28,28,28,29,
ZION-DW,STP_DEGC,2/1/2004 12:00:00 AM,29,29,29,29,29,29,29,30,30,29,29,29,29,29,29,29,26,24,24,24,24,24,25,25,
ZION-DW,STP_DEGC,2/2/2004 12:00:00 AM,25,25,25,25,26,25,25,26,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/3/2004 12:00:00 AM,24,25,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/4/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/5/2004 12:00:00 AM,24,24,24,23,23,23,23,23,23,24,24,25,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/6/2004 12:00:00 AM,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/7/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,25,24,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/8/2004 12:00:00 AM,24,24,24,23,23,24,24,24,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/9/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/10/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,24,23,23,23,
ZION-DW,STP_DEGC,2/11/2004 12:00:00 AM,23,23,23,23,23,24,24,24,24,25,25,25,25,25,24,24,24,24,24,23,23,23,23,23,
ZION-DW,STP_DEGC,2/12/2004 12:00:00 AM,23,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,24,24,24,23,23,23,23,24,
ZION-DW,STP_DEGC,2/13/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,24,23,23,23,23,
ZION-DW,STP_DEGC,2/14/2004 12:00:00 AM,23,24,24,24,24,24,24,24,24,24,24,25,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/15/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/16/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/17/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,24,24,24,
ZION-DW,STP_DEGC,2/18/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/19/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/20/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/21/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/22/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/23/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/24/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/25/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/26/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/27/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/28/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,2/29/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,26,26,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/1/2004 12:00:00 AM,24,24,24,24,24,24,25,24,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/2/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/3/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,26,26,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/4/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/5/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/6/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,25,26,26,25,25,25,25,25,25,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/7/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,25,26,26,26,26,25,25,25,25,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/8/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,25,26,26,26,26,26,25,25,25,24,24,24,24,24,24,
ZION-DW,STP_DEGC,3/9/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,25,26,26,26,26,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/10/2004 12:00:00 AM,25,25,25,25,25,25,24,25,25,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/11/2004 12:00:00 AM,25,25,25,25,25,24,24,25,25,26,26,26,27,26,26,26,26,26,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/12/2004 12:00:00 AM,25,25,25,24,24,24,24,25,25,26,26,26,26,27,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/13/2004 12:00:00 AM,25,25,25,25,25,24,24,25,25,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/14/2004 12:00:00 AM,25,25,25,24,25,25,25,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/15/2004 12:00:00 AM,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/16/2004 12:00:00 AM,25,25,25,25,25,24,24,25,25,26,26,26,26,26,25,26,26,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/17/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/18/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,27,26,26,26,25,26,26,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/19/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,25,26,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/20/2004 12:00:00 AM,25,25,25,25,25,25,25,25,26,26,26,26,28,30,32,32,32,32,31,29,27,27,26,25,
ZION-DW,STP_DEGC,3/21/2004 12:00:00 AM,25,25,25,25,25,25,25,25,26,26,27,26,27,28,28,28,27,26,26,26,26,25,25,25,
ZION-DW,STP_DEGC,3/22/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,27,28,30,31,31,30,29,28,27,26,25,25,25,
ZION-DW,STP_DEGC,3/23/2004 12:00:00 AM,25,25,25,25,25,25,25,25,26,27,27,29,31,31,31,31,30,29,27,26,25,25,25,25,
ZION-DW,STP_DEGC,3/24/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/25/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,27,29,31,31,30,30,30,28,26,25,25,25,25,
ZION-DW,STP_DEGC,3/26/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/27/2004 12:00:00 AM,25,25,25,24,24,24,24,25,25,26,26,26,26,26,25,25,26,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/28/2004 12:00:00 AM,25,25,25,24,24,24,24,25,25,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/29/2004 12:00:00 AM,25,25,25,24,24,24,24,25,25,25,26,26,26,26,25,25,26,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,3/30/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,27,26,26,26,26,25,26,26,26,25,25,25,25,
ZION-DW,STP_DEGC,3/31/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,25,26,26,26,27,26,25,26,26,26,26,25,25,24,24,
ZION-DW,STP_DEGC,4/1/2004 12:00:00 AM,23,23,23,23,23,23,30,36,39,41,44,45,47,48,47,48,48,47,47,46,46,45,46,45,
ZION-DW,STP_DEGC,4/2/2004 12:00:00 AM,45,44,42,42,42,41,41,41,41,42,43,43,43,42,42,42,42,42,41,40,40,40,40,40,
ZION-DW,STP_DEGC,4/3/2004 12:00:00 AM,40,40,40,40,40,40,40,40,40,40,42,43,45,47,48,48,50,50,49,47,46,46,45,44,
ZION-DW,STP_DEGC,4/4/2004 12:00:00 AM,43,43,42,42,41,41,40,41,43,47,46,44,43,40,38,36,34,32,31,29,26,25,25,28,
ZION-DW,STP_DEGC,4/5/2004 12:00:00 AM,34,36,36,37,38,38,38,39,43,47,50,50,51,52,53,53,50,47,46,44,43,43,42,42,
ZION-DW,STP_DEGC,4/6/2004 12:00:00 AM,42,41,41,40,40,40,39,40,42,40,28,27,26,26,25,24,24,24,24,25,25,24,24,24,
ZION-DW,STP_DEGC,4/7/2004 12:00:00 AM,23,22,22,21,20,19,18,18,19,24,26,26,26,26,25,25,25,25,25,25,24,23,22,22,
ZION-DW,STP_DEGC,4/8/2004 12:00:00 AM,21,20,19,19,18,18,17,18,19,20,24,25,25,26,25,24,24,24,23,22,22,21,21,20,
ZION-DW,STP_DEGC,4/9/2004 12:00:00 AM,20,19,18,18,17,17,16,18,22,25,26,26,26,25,25,24,24,25,25,25,24,24,24,23,
ZION-DW,STP_DEGC,4/10/2004 12:00:00 AM,23,22,21,20,19,18,18,20,24,26,26,26,26,26,25,24,24,24,25,24,23,22,21,20,
ZION-DW,STP_DEGC,4/11/2004 12:00:00 AM,20,19,18,17,16,16,16,17,21,25,26,26,26,26,25,25,24,24,24,25,24,23,22,21,
ZION-DW,STP_DEGC,4/12/2004 12:00:00 AM,20,20,19,18,18,17,16,18,21,25,26,26,26,25,25,24,24,24,24,25,25,25,24,23,
ZION-DW,STP_DEGC,4/13/2004 12:00:00 AM,22,21,20,19,18,18,17,18,22,25,26,25,25,25,24,24,23,23,24,25,24,24,24,23,
ZION-DW,STP_DEGC,4/14/2004 12:00:00 AM,22,22,21,21,21,21,20,21,22,24,26,25,25,25,24,24,24,24,24,24,23,22,22,22,
ZION-DW,STP_DEGC,4/15/2004 12:00:00 AM,21,21,21,20,20,20,20,21,24,26,25,25,25,24,24,24,23,23,23,24,24,24,25,24,
ZION-DW,STP_DEGC,4/16/2004 12:00:00 AM,23,23,22,22,21,21,21,22,26,26,25,25,25,25,24,24,24,25,25,25,24,23,22,22,
ZION-DW,STP_DEGC,4/17/2004 12:00:00 AM,21,21,21,20,20,20,20,21,24,26,26,25,25,25,24,25,25,25,24,23,22,24,22,22,
ZION-DW,STP_DEGC,4/18/2004 12:00:00 AM,22,22,22,21,20,19,19,19,20,21,22,24,26,25,24,24,23,23,23,23,21,20,20,18,
ZION-DW,STP_DEGC,4/19/2004 12:00:00 AM,18,19,17,18,18,18,18,19,20,23,24,25,26,25,25,24,24,23,24,23,22,22,22,21,
ZION-DW,STP_DEGC,4/20/2004 12:00:00 AM,20,20,20,20,19,19,19,20,22,24,26,25,25,25,24,24,23,23,24,24,23,22,22,21,
ZION-DW,STP_DEGC,4/21/2004 12:00:00 AM,21,21,21,21,20,20,20,23,26,26,26,26,26,25,24,24,24,23,24,24,24,24,24,23,
ZION-DW,STP_DEGC,4/22/2004 12:00:00 AM,22,22,21,21,21,21,21,22,24,24,25,25,26,25,25,25,24,25,24,23,22,22,22,21,
ZION-DW,STP_DEGC,4/23/2004 12:00:00 AM,21,21,21,20,20,20,21,22,24,26,26,26,25,25,24,24,24,24,23,24,23,23,22,22,
ZION-DW,STP_DEGC,4/24/2004 12:00:00 AM,22,21,21,20,20,20,20,21,24,26,26,25,25,24,24,24,23,23,23,24,24,24,23,23,
ZION-DW,STP_DEGC,4/25/2004 12:00:00 AM,22,22,21,21,20,20,20,22,24,26,26,25,25,24,24,23,23,23,23,24,24,25,25,24,
ZION-DW,STP_DEGC,4/26/2004 12:00:00 AM,23,23,22,22,22,21,21,23,26,26,26,25,24,24,24,24,24,23,23,24,24,24,24,24,
ZION-DW,STP_DEGC,4/27/2004 12:00:00 AM,23,23,22,22,22,21,21,23,25,25,27,31,33,31,26,24,24,24,24,24,25,25,25,24,
ZION-DW,STP_DEGC,4/28/2004 12:00:00 AM,23,22,22,22,21,21,21,22,25,26,26,26,26,25,25,25,24,24,-999,-999,21,21,21,21,
ZION-DW,STP_DEGC,4/29/2004 12:00:00 AM,21,21,21,20,20,20,20,21,22,24,27,27,27,27,26,25,25,24,23,22,21,22,21,21,
ZION-DW,STP_DEGC,4/30/2004 12:00:00 AM,21,21,20,20,20,20,20,21,22,22,23,24,26,26,25,24,24,24,24,24,24,24,24,23,
ZION-DW,STP_DEGC,5/1/2004 12:00:00 AM,22,22,22,21,21,20,21,22,25,26,26,26,26,25,24,24,24,24,24,24,25,24,24,24,
ZION-DW,STP_DEGC,5/2/2004 12:00:00 AM,23,23,22,22,21,21,21,23,25,26,26,26,26,25,24,24,24,24,24,25,25,26,25,25,
ZION-DW,STP_DEGC,5/3/2004 12:00:00 AM,24,23,23,22,22,22,22,24,26,26,26,26,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,5/4/2004 12:00:00 AM,25,24,23,23,23,22,22,25,26,26,26,26,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,5/5/2004 12:00:00 AM,26,26,25,24,23,23,23,25,26,26,26,25,25,25,24,24,24,24,24,24,26,25,25,26,
ZION-DW,STP_DEGC,5/6/2004 12:00:00 AM,26,26,26,25,24,23,23,25,26,26,26,25,25,25,24,24,24,24,24,24,25,26,26,25,
ZION-DW,STP_DEGC,5/7/2004 12:00:00 AM,24,23,23,22,22,22,22,23,26,26,26,25,25,25,25,25,24,24,25,25,25,25,25,24,
ZION-DW,STP_DEGC,5/8/2004 12:00:00 AM,24,23,23,22,22,22,22,24,26,26,26,26,25,25,24,24,24,24,24,25,26,26,26,25,
ZION-DW,STP_DEGC,5/9/2004 12:00:00 AM,24,24,24,23,23,22,22,24,26,26,26,25,25,25,24,24,24,23,23,24,25,26,26,25,
ZION-DW,STP_DEGC,5/10/2004 12:00:00 AM,24,23,23,23,22,22,22,24,26,26,25,25,25,25,24,24,24,24,24,25,26,25,26,26,
ZION-DW,STP_DEGC,5/11/2004 12:00:00 AM,25,25,24,23,23,22,22,25,26,26,26,26,26,26,25,24,24,24,25,25,24,24,24,23,
ZION-DW,STP_DEGC,5/12/2004 12:00:00 AM,22,22,21,21,21,21,21,23,26,27,27,27,27,26,25,24,24,24,23,24,23,24,23,22,
ZION-DW,STP_DEGC,5/13/2004 12:00:00 AM,22,21,21,21,21,21,21,23,26,26,26,26,26,25,25,24,24,24,24,24,24,24,23,23,
ZION-DW,STP_DEGC,5/14/2004 12:00:00 AM,23,22,22,22,21,21,21,23,26,26,26,26,26,25,25,24,24,24,24,25,26,26,25,24,
ZION-DW,STP_DEGC,5/15/2004 12:00:00 AM,24,23,23,22,22,22,22,24,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,
ZION-DW,STP_DEGC,5/16/2004 12:00:00 AM,26,25,24,24,23,22,23,24,26,26,26,25,25,25,25,24,25,25,24,25,26,26,25,26,
ZION-DW,STP_DEGC,5/17/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,25,25,
ZION-DW,STP_DEGC,5/18/2004 12:00:00 AM,25,25,25,24,24,24,24,26,26,26,26,25,25,25,25,24,24,25,25,25,26,25,26,26,
ZION-DW,STP_DEGC,5/19/2004 12:00:00 AM,26,25,24,24,24,24,24,26,26,26,26,25,25,25,25,24,24,24,24,24,26,26,26,26,
ZION-DW,STP_DEGC,5/20/2004 12:00:00 AM,25,24,24,23,23,22,22,24,25,26,26,26,26,25,25,25,25,24,24,25,26,26,26,26,
ZION-DW,STP_DEGC,5/21/2004 12:00:00 AM,25,24,23,23,22,22,22,24,26,26,26,26,25,25,25,24,24,24,24,25,25,25,25,24,
ZION-DW,STP_DEGC,5/22/2004 12:00:00 AM,24,24,23,23,22,22,22,25,26,26,26,26,26,25,25,24,24,24,24,25,25,25,24,24,
ZION-DW,STP_DEGC,5/23/2004 12:00:00 AM,23,23,23,23,22,22,22,24,26,26,26,26,25,25,25,25,25,25,24,25,26,26,26,25,
ZION-DW,STP_DEGC,5/24/2004 12:00:00 AM,24,24,23,23,23,22,23,24,26,26,26,26,26,25,24,24,23,27,27,24,25,25,25,25,
ZION-DW,STP_DEGC,5/25/2004 12:00:00 AM,24,24,23,23,23,22,23,25,26,26,26,26,25,24,24,24,23,24,24,24,25,25,25,24,
ZION-DW,STP_DEGC,5/26/2004 12:00:00 AM,24,24,23,23,22,22,22,24,26,26,26,26,26,25,24,24,24,23,24,24,25,26,26,26,
ZION-DW,STP_DEGC,5/27/2004 12:00:00 AM,26,25,25,24,24,23,24,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,26,26,
ZION-DW,STP_DEGC,5/28/2004 12:00:00 AM,26,26,25,25,25,24,24,26,26,26,26,25,25,25,25,25,25,24,24,25,26,26,26,26,
ZION-DW,STP_DEGC,5/29/2004 12:00:00 AM,26,26,26,-999,-999,-999,-999,-999,-999,-999,-999,25,26,25,25,24,24,25,24,24,25,25,25,24,
ZION-DW,STP_DEGC,5/30/2004 12:00:00 AM,24,23,23,22,22,22,23,25,26,26,26,26,26,25,24,24,24,23,24,24,25,26,26,25,
ZION-DW,STP_DEGC,5/31/2004 12:00:00 AM,24,24,23,23,22,22,22,24,26,26,26,25,25,25,24,24,24,24,24,24,25,25,26,26,
ZION-DW,STP_DEGC,6/1/2004 12:00:00 AM,26,25,24,24,23,23,23,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/2/2004 12:00:00 AM,26,26,25,24,24,23,23,26,26,26,25,25,25,25,24,25,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,6/3/2004 12:00:00 AM,26,26,26,25,24,24,24,26,26,27,26,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/4/2004 12:00:00 AM,26,26,26,25,24,24,24,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/5/2004 12:00:00 AM,26,26,26,26,26,25,25,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,6/6/2004 12:00:00 AM,26,26,26,25,25,24,25,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,6/7/2004 12:00:00 AM,26,26,26,26,26,25,25,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/8/2004 12:00:00 AM,25,25,25,26,26,26,26,26,26,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,6/9/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,24,24,23,22,
ZION-DW,STP_DEGC,6/10/2004 12:00:00 AM,22,21,21,21,21,20,21,24,26,26,26,26,26,26,25,25,24,24,24,25,26,26,26,24,
ZION-DW,STP_DEGC,6/11/2004 12:00:00 AM,24,23,22,22,22,21,22,23,26,26,26,26,26,25,25,24,24,24,24,24,25,25,26,26,
ZION-DW,STP_DEGC,6/12/2004 12:00:00 AM,25,24,24,23,22,22,22,23,26,26,26,26,25,25,25,24,24,24,24,25,25,26,26,26,
ZION-DW,STP_DEGC,6/13/2004 12:00:00 AM,25,25,24,23,23,22,22,25,26,26,26,26,25,25,25,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/14/2004 12:00:00 AM,26,26,26,26,25,24,25,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
